STATE ABBREVIATION,STATE,DISTRICT,DISTRICT00,SPECIAL,JUNGLE,OPEN,ID_NUMCANDIDATES,ID_DISTRICTIDEOLOGY,NUMCANDIDATES,FECID,DISBURSEMENTS,TOTALDISBURSEMENT,DISBURSEMENTRATIO,INCUMBENT,CLOSEDSEAT,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME STANDARD,CANDIDATE NAME COMMA,PARTY,USERNAME,FOLLOWING,DWNOMINATE,CANDIDATEIDEOLOGY,RELIABLE,DISTRICTIDEOLOGY,PRIMARY VOTES,PRIMARY %,PRIMARYPERCENT,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",GE WINNER INDICATOR,FOOTNOTES
NC,North Carolina,5,05,,0,0,NC05D,NC5D,2,H8NC05063,11826,19117.90,0.62,0,0,DD,Adams,DD Adams,"Adams, DD",D,badamsd,139,n/a,-2.36,1,54.95809878,"15,509",0.54,54.43,,,"120,468",42.97%,,,,
NC,North Carolina,5,05,,0,0,NC05D,NC5D,2,H8NC05055,7292,19117.90,0.38,0,0,Jenny,Marshall,Jenny Marshall,"Marshall, Jenny",D,Marshall4House,5000,n/a,-2.86,1,54.95809878,"12,987",0.46,45.57,,,,,,,,
AL,Alabama,2,02,,0,1,AL02R,AL2R,5,H0AL02087,466414,682904.46,0.68,1,1,Martha,Roby,Martha Roby,"Roby, Martha",R,TeamRoby,490,0.361,1.33,1,n/a,"36,708",0.39,38.98,"48,331",67.95%,"138,879",61.39%,,,W,
NC,North Carolina,6,06,,0,0,NC06D,NC6D,2,H8NC06079,10562,107515.15,0.10,0,0,Ryan,Watts,Ryan Watts,"Watts, Ryan",D,watts4congress,1079,n/a,-1.79,1,52.86815698,"26,072",0.77,77.16,,,"123,651",43.48%,,,,
NC,North Carolina,6,06,,0,0,NC06D,NC6D,2,H8NC06095,96953,107515.15,0.90,0,0,Gerald,Wong,Gerald Wong,"Wong, Gerald",D,wong4congress,69,n/a,-2.85,1,52.86815698,"7,719",0.23,22.84,,,,,,,,
NC,North Carolina,7,07,,0,0,NC07D,NC7D,2,H8NC07101,24408,24992.93,0.98,0,0,Kyle,Horton,Kyle Horton,"Horton, Kyle",D,drkyle4congress,3005,n/a,-0.96,1,51.53389277,"21,499",0.67,67.00,,,"120,838",42.80%,,,,
NC,North Carolina,7,07,,0,0,NC07D,NC7D,2,H8NC07127,585,24992.93,0.02,0,0,Grayson,Parker,Grayson Parker,"Parker, Grayson",D,graysonparker,470,n/a,-1.74,1,51.53389277,"10,587",0.33,33.00,,,,,,,,
NC,North Carolina,8,08,,0,0,NC08D,NC8D,3,H8NC08109,112203,175069.72,0.64,0,0,Scott,Huffman,Scott Huffman,"Huffman, Scott",D,HuffmanForNC,5000,n/a,-1.94,1,53.41928274,"6,581",0.23,23.01,,,,,,,,
NC,North Carolina,8,08,,0,0,NC08D,NC8D,3,H8NC08117,11887,175069.72,0.07,0,0,Marc,Tiegel,Marc Tiegel,"Tiegel, Marc",D,mtiegel,532,n/a,-3.31,1,53.41928274,"5,997",0.21,20.97,,,,,,,,
NC,North Carolina,8,08,,0,0,NC08D,NC8D,3,H8NC08083,50980,175069.72,0.29,0,0,Frank,McNeill,Frank McNeill,"McNeill, Frank",D,Frank4NC,145,n/a,-2.45,1,53.41928274,"16,019",0.56,56.02,,,"114,119",44.66%,,,,
NC,North Carolina,9,09,,0,0,NC09D,NC9D,2,H8NC09123,174287,174586.94,1.00,0,0,Dan,McCready,Dan McCready,"McCready, Dan",D,McCreadyForNC,455,n/a,0.63,1,51.26201923,"38,098",0.83,82.79,,,"138,341",48.93%,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.§163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
NC,North Carolina,9,09,,0,0,NC09D,NC9D,2,H6NC09184,300,174586.94,0.00,0,0,Christian,Cano,Christian Cano,"Cano, Christian",D,Cano4NC,490,n/a,-2.42,1,51.26201923,"7,922",0.17,17.21,,,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.§163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
AL,Alabama,4,04,,0,1,AL04R,AL4R,2,H6AL04098,42059,42068.70,1.00,1,1,Robert,Aderholt,Robert Aderholt,"Aderholt, Robert",R,robert_aderholt,436,0.367,1.23,1,n/a,"93,959",0.81,81.47,,,"184,255",79.77%,,,W,
NC,North Carolina,9,09,,0,0,NC09R,NC9R,3,H6NC09200,65219,181946.12,0.36,0,1,Mark,Harris,Mark Harris,"Harris, Mark",R,MarkHarrisNC9,487,n/a,1.24,1,26.62248284,"17,302",0.49,48.54,,,"139,246",49.25%,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.§163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
IL,Illinois,15,15,,0,1,IL15R,IL15R,1,H2IL20042,183235,183235.24,1.00,1,1,John M.,Shimkus,John M. Shimkus,"Shimkus, John M.",R,repshimkus,1083,0.375,0.41,1,20.94628523,"73,825",1.00,100.00,,,"181,294",70.93%,,,W,
NC,North Carolina,11,11,,0,0,NC11D,NC11D,3,H8NC11129,2143,3084.87,0.69,0,0,Steve,Woodsmall,Steve Woodsmall,"Woodsmall, Steve",D,SteveWoodsmall,192,n/a,-3.46,1,54.0188708,"10,356",0.31,31.14,,,,,,,,
NC,North Carolina,11,11,,0,0,NC11D,NC11D,3,H8NC11137,0,3084.87,0.00,0,0,D. Scott,Donaldson,D. Scott Donaldson,"Donaldson, D. Scott",D,n/a,0,n/a,n/a,1,54.0188708,"9,402",0.28,28.27,,,,,,,,
NC,North Carolina,11,11,,0,0,NC11D,NC11D,3,H8NC11103,942,3084.87,0.31,0,0,Phillip G.,Price,Phillip G. Price,"Price, Phillip G.",D,price4wnc,1308,n/a,-1.71,1,54.0188708,"13,499",0.41,40.59,,,"116,508",38.75%,,,,
CA,California,8,08,,1,0,CA08R,CA8R,2,H2CA08164,369396,404263.98,0.91,1,1,Paul ,Cook,Paul  Cook,"Cook, Paul ",R,joinpaulcook,142,0.376,0.25,1,26.60144681,"44,482",0.41,40.76,,,"102,415",59.97%,,,W,
NV,Nevada,2,02,,0,0,NV02R,NV2R,4,H2NV02395,96141,123387.11,0.78,1,1,Mark E.,Amodei,Mark E. Amodei,"Amodei, Mark E.",R,MarkAmodeiNV2,1088,0.381,0.91,1,27.17374802,"42,351",0.72,71.69,,,"167,435",58.23%,,,W,
NC,North Carolina,12,12,,0,0,NC12R,NC12R,3,H6NC12089,0,344149.56,0.00,0,0,Paul,Wright,Paul Wright,"Wright, Paul",R,paulwrightnc,80,n/a,1.1,1,28.85143796,"3,221",0.43,43.21,,,"75,164",26.93%,,,,
NC,North Carolina,12,12,,0,0,NC12R,NC12R,3,H8NC12101,3507,344149.56,0.01,0,0,Paul,Bonham,Paul Bonham,"Bonham, Paul",R,n/a,0,n/a,n/a,1,28.85143796,"2,349",0.32,31.51,,,,,,,,
NC,North Carolina,12,12,,0,0,NC12R,NC12R,3,H8NC12127,340643,344149.56,0.99,0,0,Carl,Persson,Carl Persson,"Persson, Carl",R,cp4usc,12,n/a,n/a,1,28.85143796,"1,885",0.25,25.29,,,,,,,,
NC,North Carolina,13,13,,0,0,NC13D,NC13D,2,H6NC02130,7628,81969.11,0.09,0,0,Adam,Coker,Adam Coker,"Coker, Adam",D,adamfromnc,516,n/a,-2.34,1,55.4386506,"8,324",0.30,29.86,,,,,,,,
NC,North Carolina,13,13,,0,0,NC13D,NC13D,2,H8NC13067,74342,81969.11,0.91,0,0,Kathy,Manning,Kathy Manning,"Manning, Kathy",D,KathyManningNC,486,n/a,-2.36,1,55.4386506,"19,554",0.70,70.14,,,"130,402",45.54%,,,,
ND,North Dakota,1,01,,0,1,ND01D,ND1D,1,H8ND00112,30655,30654.62,1.00,0,0,Mac,Schneider,Mac Schneider,"Schneider, Mac",D,mac4northdakota,719,n/a,0.38,1,n/a,"33,727",1.00,99.78,,,"114,377",35.57%,,,,
ND,North Dakota,1,01,,0,1,ND01R,ND1R,4,H8ND00096,311737,829798.29,0.38,0,0,Kelly,Armstrong,Kelly Armstrong,"Armstrong, Kelly",R,Armstrong_ND,590,0.451,0.61,1,n/a,"37,364",0.56,56.22,,,"193,568",60.20%,,,W,
ND,North Dakota,1,01,,0,1,ND01R,ND1R,4,H8ND00104,518062,829798.29,0.62,0,0,Tom,Campbell,Tom Campbell,"Campbell, Tom",R,tomfornd,787,n/a,0.77,1,n/a,"17,861",0.27,26.87,,,,,,,,
NE,Nebraska,1,01,,0,0,NE01D,NE1D,2,H8NE01081,4369,10777.25,0.41,0,0,Jessica,McClure,Jessica McClure,"McClure, Jessica",D,Clure4Congress,820,n/a,-2.53,1,60.60611916,"22,199",0.66,65.74,,,"93,069",39.64%,,,,
NE,Nebraska,1,01,,0,0,NE01D,NE1D,2,H4NE01163,6408,10777.25,0.59,0,0,Dennis P.,Crawford,Dennis P. Crawford,"Crawford, Dennis P.",D,DennisPCrawford,196,n/a,-2.03,1,60.60611916,"11,386",0.34,33.72,,,,,,,,
CA,California,25,25,,1,0,CA25R,CA25R,1,H4CA25123,117383,117383.21,1.00,1,1,Steve,Knight,Steve Knight,"Knight, Steve",R,SteveKnight25,32,0.397,0.95,1,27.81638684,"61,411",0.52,51.85,,,"111,813",45.63%,,,,
NE,Nebraska,2,02,,0,0,NE02D,NE2D,2,H8NE02220,36606,182267.48,0.20,0,0,Kara,Eastman,Kara Eastman,"Eastman, Kara",D,karaforcongress,5000,n/a,-2.25,1,60.42955145,"21,357",0.52,51.64,,,"121,770",49.00%,,,,
NE,Nebraska,2,02,,0,0,NE02D,NE2D,2,H4NE02054,145662,182267.48,0.80,0,0,Brad,Ashford,Brad Ashford,"Ashford, Brad",D,BradAshford18,3805,n/a,-1.64,1,60.42955145,"19,998",0.48,48.36,,,,,,,,
TX,Texas,12,12,,0,1,TX12R,TX12R,1,H6TX12060,371793,371793.06,1.00,1,1,Kay,Granger,Kay Granger,"Granger, Kay",R,RepKayGranger,1153,0.397,0.55,1,22.04522727,"49,385",1.00,100.00,,,"172,557",64.27%,,,W,
NE,Nebraska,3,03,,0,0,NE03D,NE3D,1,H8NE03095,214,214.35,1.00,0,0,Paul,Theobald,Paul Theobald,"Theobald, Paul",D,paul_theobald_,257,n/a,-2.87,1,54.68111228,"16,395",1.00,100.00,,,"49,654",23.28%,,,,
MI,Michigan,4,04,,0,1,MI04R,MI4R,1,H4MI04126,26883,26883.36,1.00,1,1,John,Moolenaar,John Moolenaar,"Moolenaar, John",R,JohnMoolenaar,67,0.398,3.42,0,n/a,"80,290",1.00,100.00,,,"178,510",62.62%,,,W,
NE,Nebraska,3,03,,0,0,NE03R,NE3R,4,H8NE03087,15890,175826.20,0.09,0,1,Kirk,Penner,Kirk Penner,"Penner, Kirk",R,kirkpenner,233,n/a,3.46,0,27.3646588,"20,116",0.26,25.99,,,,,,,,
NH,New Hampshire,1,01,,0,0,NH01D,NH1D,9,H8NH01186,608180,857923.45,0.71,0,0,Maura,Sullivan,Maura Sullivan,"Sullivan, Maura",D,maurasullivan,1872,n/a,-0.83,1,62.75189189,"19,560",0.30,30.29,,,,,,,,
NH,New Hampshire,1,01,,0,0,NH01D,NH1D,9,H8NH01210,249744,857923.45,0.29,0,0,Chris,Pappas,Chris Pappas,"Pappas, Chris",D,ChrisPappasNH,482,-0.373,-1.98,1,62.75189189,"27,350",0.42,42.36,,,"155,884",53.56%,,,W,
NH,New Hampshire,1,01,,0,0,NH01R,NH1R,6,H8NH01160,197161,331035.39,0.60,0,0,Andy,Sanborn,Andy Sanborn,"Sanborn, Andy",R,senatorsanborn,301,n/a,1.03,1,28.89340602,"20,852",0.42,41.62,,,,,,,,
NH,New Hampshire,1,01,,0,0,NH01R,NH1R,6,H8NH01152,133874,331035.39,0.40,0,0,Eddie,Edwards,Eddie Edwards,"Edwards, Eddie",R,EddieEdwardsNH,457,n/a,0.95,1,28.89340602,"23,763",0.47,47.43,,,"130,996",45.01%,,,,
IN,Indiana,8,08,,0,1,IN08R,IN8R,3,H0IN08114,130519,162937.34,0.80,1,1,Larry D.,Bucshon,Larry D. Bucshon,"Bucshon, Larry D.",R,drlarrybucshon,278,0.402,1.14,1,22.391133,"34,516",0.63,62.99,,,"157,396",64.43%,,,W,
NH,New Hampshire,2,02,,0,0,NH02R,NH2R,7,H8NH02283,31839,257394.89,0.12,0,0,Lynne,Blankenbeker,Lynne Blankenbeker,"Blankenbeker, Lynne",R,BlankenbekerNH,92,n/a,3.73,0,28.71042516,"9,858",0.23,22.80,,,,,,,,
NH,New Hampshire,2,02,,0,0,NH02R,NH2R,7,H8NH02309,16759,257394.89,0.07,0,0,Robert,Burns,Robert Burns,"Burns, Robert",R,burnsfornh,855,n/a,1.03,1,28.71042516,"6,802",0.16,15.73,,,,,,,,
NH,New Hampshire,2,02,,0,0,NH02R,NH2R,7,H8NH02267,126364,257394.89,0.49,0,0,Stewart I.,Levenson,Stewart I. Levenson,"Levenson, Stewart I.",R,dr_levenson_nh,66,n/a,n/a,1,28.71042516,"10,952",0.25,25.33,,,,,,,,
NH,New Hampshire,2,02,,0,0,NH02R,NH2R,7,H8NH02275,82432,257394.89,0.32,0,0,Steven,Negron,Steven Negron,"Negron, Steven",R,stevenegronnh,128,n/a,-0.23,1,28.71042516,"11,195",0.26,25.90,,,"117,990",42.18%,,,,
MN,Minnesota,3,03,,0,1,MN03R,MN3R,1,H8MN03077,219959,219958.76,1.00,1,1,Erik ,Paulsen,Erik  Paulsen,"Paulsen, Erik ",R,erik_paulsen,620,0.402,0.94,1,n/a,"39,077",1.00,100.00,,,"160,839",44.19%,,,,
NJ,New Jersey,1,01,,0,0,NJ01R,NJ1R,1,H8NJ01259,100,100.00,1.00,0,0,Paul E.,Dilks,Paul E. Dilks,"Dilks, Paul E.",R,pauldilks,714,n/a,0.76,1,32.84605433,"12,363",1.00,100.00,,,"87,617",33.26%,,,,
NJ,New Jersey,2,02,,0,0,NJ02D,NJ2D,4,H8NJ02166,186324,232862.26,0.80,0,0,Jeff,Van Drew,Jeff Van Drew,"Van Drew, Jeff",D,JeffVanDrew,462,n/a,1.33,0,54.92846518,"16,901",0.57,56.99,,,"136,685",52.90%,,,W,
NJ,New Jersey,2,02,,0,0,NJ02D,NJ2D,4,H8NJ02174,26216,232862.26,0.11,0,0,William,Cunningham,William Cunningham,"Cunningham, William",D,willcunningham,342,n/a,-2.42,1,54.92846518,"4,795",0.16,16.17,,,,,,,,
NJ,New Jersey,2,02,,0,0,NJ02D,NJ2D,4,H8NJ02141,20322,232862.26,0.09,0,0,"Tanzira ""Tanzie""",Youngblood,"Tanzira ""Tanzie"" Youngblood","Youngblood, Tanzira ""Tanzie""",D,tanziefornj,1046,n/a,-2.64,1,54.92846518,"5,495",0.19,18.53,,,,,,,,
NJ,New Jersey,2,02,,0,0,NJ02R,NJ2R,4,H8NJ02232,8663,77329.64,0.11,0,0,Seth,Grossman,Seth Grossman,"Grossman, Seth",R,Grossman4NJ,502,n/a,0.78,1,30.14895004,"10,215",0.39,39.05,,,"116,866",45.23%,,,,
NJ,New Jersey,2,02,,0,0,NJ02R,NJ2R,4,H8NJ02240,2967,77329.64,0.04,0,0,Samuel,Fiocchi,Samuel Fiocchi,"Fiocchi, Samuel",R,samfiocchinj,0,n/a,n/a,1,30.14895004,"6,107",0.23,23.35,,,,,,,,
NJ,New Jersey,2,02,,0,0,NJ02R,NJ2R,4,H8NJ02216,65700,77329.64,0.85,0,0,Hirsh V.,Singh,Hirsh V. Singh,"Singh, Hirsh V.",R,hirshsingh,98,n/a,1.09,1,30.14895004,"7,983",0.31,30.52,,,,,,,,
NJ,New Jersey,3,03,,0,0,NJ03D,NJ3D,1,H8NJ03206,96953,96953.16,1.00,0,0,Andy,Kim,Andy Kim,"Kim, Andy",D,AndyKimNJ,390,-0.266,-1.95,1,57.55634451,"28,514",1.00,100.00,,,"153,473",50.01%,,,W,
IN,Indiana,9,09,,0,1,IN09R,IN9R,2,H6IN09176,649,28820.83,0.02,1,1,Trey,Hollingsworth,Trey Hollingsworth,"Hollingsworth, Trey",R,VoteForTrey,393,0.407,1.11,1,23.36597938,"46,892",0.78,77.71,,,"153,271",56.48%,,,W,
NJ,New Jersey,4,04,,0,0,NJ04D,NJ4D,2,H8NJ04188,109468,153262.96,0.71,0,0,Joshua,Welle,Joshua Welle,"Welle, Joshua",D,joshuawelle,861,n/a,-2.3,1,59.25942563,"16,905",0.57,57.14,,,"126,766",43.07%,,,,
NJ,New Jersey,4,04,,0,0,NJ04D,NJ4D,2,H8NJ04162,43795,153262.96,0.29,0,0,Jim,Keady,Jim Keady,"Keady, Jim",D,JWKeady,3707,n/a,-2.41,1,59.25942563,"12,682",0.43,42.86,,,,,,,,
NE,Nebraska,2,02,,0,0,NE02R,NE2R,1,H6NE02125,83906,83906.45,1.00,1,1,Don,Bacon,Don Bacon,"Bacon, Don",R,DonJBacon,706,0.41,1.09,1,29.45674091,"33,852",1.00,100.00,,,"126,715",51.00%,,,W,
FL,Florida,18,18,,0,0,FL18R,FL18R,3,H6FL18097,481802,481802.24,1.00,1,1,Brian,Mast,Brian Mast,"Mast, Brian",R,BrianMastFL,655,0.412,0.74,1,30.78889423,"55,527",0.78,77.65,,,"185,905",54.30%,,,W,
NJ,New Jersey,5,05,,0,0,NJ05R,NJ5R,2,H8NJ05136,83544,344420.45,0.24,0,0,"John J., Jr.",McCann,John J. McCann,"McCann, John J., Jr.",R,realjohnmccann,700,n/a,0.98,1,31.27795699,"16,685",0.53,53.05,,,"128,255",42.49%,,,,
NJ,New Jersey,5,05,,0,0,NJ05R,NJ5R,2,H8NJ05110,260877,344420.45,0.76,0,0,Steven M.,Lonegan,Steven M. Lonegan,"Lonegan, Steven M.",R,lonegan,5000,n/a,0.36,1,31.27795699,"14,767",0.47,46.95,,,,,,,,
PA,Pennsylvania,11,11,,0,0,PA11R,PA11R,2,H6PA16320,49411,248029.72,0.20,1,1,Lloyd K.,Smucker,Lloyd K. Smucker,"Smucker, Lloyd K.",R,lloydsmuckerpa,186,0.42,1.17,1,28.3538611,"34,232",0.58,58.33,,,"163,708",58.93%,,,W,
NJ,New Jersey,6,06,,0,0,NJ06R,NJ6R,1,H8NJ10110,40,40.00,1.00,0,0,Richard J.,Pezzullo,Richard J. Pezzullo,"Pezzullo, Richard J.",R,richpezzullonj,163,n/a,1.21,1,32.88555241,"9,827",1.00,100.00,,,"80,443",36.37%,,,,
NJ,New Jersey,7,07,,0,0,NJ07D,NJ7D,3,H6NJ07151,13883,191933.98,0.07,0,0,Peter ,Jacob,Peter  Jacob,"Jacob, Peter ",D,PeterJacobNJ,374,n/a,-2.02,1,63.97374593,"7,503",0.19,19.15,,,,,,,,
NJ,New Jersey,7,07,,0,0,NJ07D,NJ7D,3,H8NJ07223,178051,191933.98,0.93,0,0,Tom,Malinowski,Tom Malinowski,"Malinowski, Tom",D,Malinowski,502,n/a,-1.28,0,63.97374593,"26,172",0.67,66.80,,,"166,985",51.74%,,,W,
MI,Michigan,1,01,,0,1,MI01R,MI1R,1,H6MI01226,26457,26456.65,1.00,1,1,Jack,Bergman,Jack Bergman,"Bergman, Jack",R,JackBergman_MI1,238,0.425,0.77,1,n/a,"83,272",1.00,100.00,,,"187,251",56.32%,,,W,
WA,Washington,5,05,,1,0,WA05R,WA5R,2,H4WA05077,586216,586216.00,1.00,1,1,Cathy McMorris,Rodgers,Cathy McMorris Rodgers,"Rodgers, Cathy McMorris",R,TeamCMR,1079,0.425,0.93,1,25.52782609,"99,689",0.49,49.29,,,"175,422",54.76%,,,W,
NJ,New Jersey,8,08,,0,0,NJ08R,NJ8R,1,H8NJ08080,489934,489933.65,1.00,0,0,John R.,Muniz,John R. Muniz,"Muniz, John R.",R,n/a,0,n/a,n/a,1,38.13854447,"3,052",1.00,100.00,,,"28,725",18.72%,,,,
MI,Michigan,10,10,,0,1,MI10R,MI10R,1,H4MI04118,15507,15506.53,1.00,1,1,Paul,Mitchell,Paul Mitchell,"Mitchell, Paul",R,PaulMitchell4us,278,0.426,0.97,1,n/a,"81,867",1.00,100.00,,,"182,808",60.32%,,,W,
NJ,New Jersey,9,09,,0,0,NJ09R,NJ9R,1,H8NJ09138,0,0.00,0.00,0,0,Eric P.,Fisher,Eric P. Fisher,"Fisher, Eric P.",R,n/a,0,n/a,n/a,1,34.58177172,"5,142",1.00,100.00,,,"57,854",28.87%,,,,
IN,Indiana,2,02,,0,1,IN02R,IN2R,2,H0IN02190,56057,186576.14,0.30,1,1,Jackie,Walorski,Jackie Walorski,"Walorski, Jackie",R,jackiewalorski,1064,0.429,1.05,1,22.31898017,"43,016",0.79,78.64,,,"125,499",54.83%,,,W,
NJ,New Jersey,10,10,,0,0,NJ10R,NJ10R,1,H6NJ08167,0,0.00,0.00,0,0,Agha,Khan,Agha Khan,"Khan, Agha",R,n/a,0,n/a,n/a,1,36.23112033,"2,292",1.00,100.00,,,"20,191",10.09%,,,,
NJ,New Jersey,11,11,,0,0,NJ11D,NJ11D,5,H8NJ11142,340643,340642.56,1.00,0,0,Mikie,Sherrill,Mikie Sherrill,"Sherrill, Mikie",D,MikieSherrill,451,-0.175,-1.8,1,63.2661597,"35,338",0.77,77.45,,,"183,684",56.77%,,,W,
NJ,New Jersey,11,11,,0,0,NJ11R,NJ11R,5,H8NJ11241,183912,363941.27,0.51,0,0,Peter ,De Neufville,Peter  De Neufville,"De Neufville, Peter ",R,nj11deneufville,2,n/a,n/a,1,31.44934446,"12,487",0.30,30.45,,,,,,,,
NJ,New Jersey,11,11,,0,0,NJ11R,NJ11R,5,H8NJ11233,17339,363941.27,0.05,0,0,Antony E.,Ghee,Antony E. Ghee,"Ghee, Antony E.",R,antonyghee,163,n/a,-0.7,1,31.44934446,"8,991",0.22,21.93,,,,,,,,
NJ,New Jersey,11,11,,0,0,NJ11R,NJ11R,5,H8NJ11217,162690,363941.27,0.45,0,0,Jay,Webber,Jay Webber,"Webber, Jay",R,JayWebberNJ,228,n/a,3.32,1,31.44934446,"16,417",0.40,40.04,,,"136,322",42.13%,,,,
IL,Illinois,6,06,,0,1,IL06R,IL6R,1,H6IL06117,163425,163425.35,1.00,1,1,Peter J.,Roskam,Peter J. Roskam,"Roskam, Peter J.",R,peterroskam,4393,0.429,0.8,1,26.37920647,"56,544",1.00,100.00,,,"146,445",46.42%,,,,
NJ,New Jersey,12,12,,0,0,NJ12R,NJ12R,1,H8NJ12108,7746,7745.52,1.00,0,0,Daryl,Kipnis,Daryl Kipnis,"Kipnis, Daryl",R,DarylKipnisEsq,419,n/a,n/a,1,31.65577191,"9,776",1.00,100.00,,,"79,041",31.32%,,,,
NM,New Mexico,1,01,,0,0,NM01D,NM1D,6,H8NM01331,304447,1095206.02,0.28,0,0,Debra A.,Haaland,Debra A. Haaland,"Haaland, Debra A.",D,deb4congressnm,2198,n/a,-2.61,1,62.92901602,"25,444",0.41,40.59,,,"147,336",59.13%,,,W,
NM,New Mexico,1,01,,0,0,NM01D,NM1D,6,H8NM01380,272698,1095206.02,0.25,0,0,Damon P.,Martinez,Damon P. Martinez,"Martinez, Damon P.",D,n/a,0,n/a,n/a,1,62.92901602,"16,182",0.26,25.81,,,,,,,,
NM,New Mexico,1,01,,0,0,NM01D,NM1D,6,H8NM01323,518062,1095206.02,0.47,0,0,Antoinette Sedillo,Lopez,Antoinette Sedillo Lopez,"Lopez, Antoinette Sedillo",D,asl4justice4all,1161,n/a,-2.36,1,62.92901602,"12,919",0.21,20.61,,,,,,,,
NM,New Mexico,1,01,,0,0,NM01R,NM1R,1,H8NM01372,17233,17233.13,1.00,0,0,Janice E.,Arnold-Jones,Janice E. Arnold-Jones,"Arnold-Jones, Janice E.",R,ladysunshinenm,1536,n/a,0.86,1,30.14227941,"19,316",1.00,100.00,,,"90,507",36.32%,,,,
NM,New Mexico,2,02,,0,0,NM02D,NM2D,2,H8NM02115,109469,383499.28,0.29,0,0,L. Madeline,Hildebrandt,L. Madeline Hildebrandt,"Hildebrandt, L. Madeline",D,Mad_Hildebrandt,2989,n/a,n/a,1,55.86568933,"9,577",0.27,27.38,,,,,,,,
NM,New Mexico,2,02,,0,0,NM02D,NM2D,2,H8NM02248,274030,383499.28,0.71,0,0,Xochitl Torres,Small,Xochitl Torres Small,"Small, Xochitl Torres",D,XochforCongress,378,n/a,-1.72,1,55.86568933,"25,395",0.73,72.62,,,"101,489",50.93%,,,W,
NM,New Mexico,2,02,,0,0,NM02R,NM2R,4,H8NM02156,270773,519149.13,0.52,0,0,Yvette,Herrell,Yvette Herrell,"Herrell, Yvette",R,Yvette4congress,1173,n/a,0.41,1,28.28964311,"16,023",0.49,49.00,,,"97,767",49.07%,,,,
NM,New Mexico,2,02,,0,0,NM02R,NM2R,4,H8NM02073,248376,519149.13,0.48,0,0,Monty,Newman,Monty Newman,"Newman, Monty",R,MontyNewmanNM,32,n/a,n/a,1,28.28964311,"10,474",0.32,32.03,,,,,,,,
OH,Ohio,6,06,,0,1,OH06R,OH6R,2,H0OH06189,172025,172025.26,1.00,1,1,Bill,Johnson,Bill Johnson,"Johnson, Bill",R,JohnsonLeads,1169,0.433,1.15,1,27.03590334,"50,271",0.84,84.10,,,"172,774",69.25%,,,W,
NM,New Mexico,3,03,,0,0,NM03R,NM3R,1,H6NM03059,0,0.00,0.00,0,0,Jerald Steve,McFall,Jerald Steve McFall,"McFall, Jerald Steve",R,jstevemcfall,106,n/a,0.91,1,29.23347176,"20,480",1.00,100.00,,,"76,427",31.21%,,,,
NV,Nevada,1,01,,0,0,NV01D,NV1D,2,H6NV01232,11448,65979.38,0.17,0,1,Reuben,D'Silva,Reuben D'Silva,"D'Silva, Reuben",D,Ricky4Congress,129,n/a,-2.34,1,60.59501868,"5,659",0.21,21.31,,,,,,,,
DC,District of Columbia,1,01,,0,0,DC01D,DC1D,2,H0DC00058,42832,80163.85,0.53,1,1,Eleanor Holmes ,Norton,Eleanor Holmes  Norton,"Norton, Eleanor Holmes ",D,eleanornorton,2329,n/a,-2.51,1,n/a,"60,842",0.76,76.50,,,"199,124",87.04%,,,W,
NV,Nevada,1,01,,0,0,NV01R,NV1R,2,H8NV01261,0,0.00,0.00,0,0,Joyce,Bentley,Joyce Bentley,"Bentley, Joyce",R,JoyceBentleyCD1,123,n/a,1.15,1,32.12162921,"6,444",0.55,55.18,,,"46,978",30.87%,,,,
